case_id,batch_id,part_id,scenario_type,severity_level,disturbance_flag,dev_offset,dev_tilt,dev_bend,dev_waviness,dev_noise,dev_twist,fixture_drift,z_adj,theta_adj,locator_offset,mean_gap,max_gap,parallelism_error,rms_deviation,quality_score,tolerance_pass
1,OFF_L_001,1,offset_dominant,low,normal,0.5149157494985169,-0.050204659588801305,-0.011163163973497396,0.025028866635699233,0.01069519226197769,0.03840884899637416,0.01294786080725981,1.2925976491760505,0.5267110942822484,-0.13581392044979257,2.452814491850072,5.928017527493924,8.294462833075762,2.999048171282002,5.302493272854128,False
2,OFF_L_001,1,offset_dominant,low,normal,0.5149157494985169,-0.050204659588801305,-0.011163163973497396,0.025028866635699233,0.01069519226197769,0.03840884899637416,0.01294786080725981,0.6365442035122157,0.20183512539056547,0.29969320310964,1.2610420126451798,2.436838199419241,2.624063120668814,1.467275963864022,2.0433105962063727,False
3,OFF_L_001,1,offset_dominant,low,normal,0.5149157494985169,-0.050204659588801305,-0.011163163973497396,0.025028866635699233,0.01069519226197769,0.03840884899637416,0.01294786080725981,-2.0777783943005543,-0.20206223479053687,-0.916771652276215,1.9286802985514482,3.802375006795929,4.425304846781007,2.2605547220207267,3.272963517840588,False
4,OFF_L_001,1,offset_dominant,low,normal,0.5149157494985169,-0.050204659588801305,-0.011163163973497396,0.025028866635699233,0.01069519226197769,0.03840884899637416,0.01294786080725981,-0.030045903777405236,-0.40833309040131527,-0.7109516222679062,2.0318662809773316,4.470803100727148,8.025516467406314,2.3686782845448895,4.595323583187727,False
5,OFF_L_001,1,offset_dominant,low,normal,0.5149157494985169,-0.050204659588801305,-0.011163163973497396,0.025028866635699233,0.01069519226197769,0.03840884899637416,0.01294786080725981,-1.9829851613872418,0.21034697322650886,-0.6588140629262278,1.6583611353426573,2.8811979412816897,2.7726248132167943,1.8581001207043988,2.379465179022782,False
6,OFF_L_001,1,offset_dominant,low,normal,0.5149157494985169,-0.050204659588801305,-0.011163163973497396,0.025028866635699233,0.01069519226197769,0.03840884899637416,0.01294786080725981,2.1256005918839858,0.194546735280948,-0.30626039093032587,2.55520799195048,3.862187699115118,2.496855193844296,2.658737941409361,2.9401490596139044,False
7,OFF_L_001,1,offset_dominant,low,normal,0.5149157494985169,-0.050204659588801305,-0.011163163973497396,0.025028866635699233,0.01069519226197769,0.03840884899637416,0.01294786080725981,0.4545774574070838,-1.145270709528726,0.9171184264828907,5.437268543828455,11.387967884568862,20.890046235585388,6.226428799601934,11.937227679155004,False
8,OFF_L_001,1,offset_dominant,low,normal,0.5149157494985169,-0.050204659588801305,-0.011163163973497396,0.025028866635699233,0.01069519226197769,0.03840884899637416,0.01294786080725981,-0.08848281528549862,0.6785645454006868,-0.8345400001551229,2.7739167327822174,5.87213711974799,10.945100313086446,3.2090734024465934,6.198253589929655,False
9,OFF_L_001,2,offset_dominant,low,normal,0.03721032444876802,-0.0082469528588187,-0.10763728202692566,0.055774704883119156,0.017522809219025166,0.035654469465579014,-0.03237758199012503,1.6233209522817065,-0.4551967825822213,-0.7122561340577147,2.214246830357011,5.651994181782137,8.048614558784788,2.7911267836951112,5.053569349646692,False
10,OFF_L_001,2,offset_dominant,low,normal,0.03721032444876802,-0.0082469528588187,-0.10763728202692566,0.055774704883119156,0.017522809219025166,0.035654469465579014,-0.03237758199012503,2.104852362437251,-0.8027238654353324,-0.4305598353241289,3.8135265830996845,9.166694147396406,14.114855973708032,4.603145431052533,8.58883755436649,False
11,OFF_L_001,2,offset_dominant,low,normal,0.03721032444876802,-0.0082469528588187,-0.10763728202692566,0.055774704883119156,0.017522809219025166,0.035654469465579014,-0.03237758199012503,-1.7319330240397068,-0.922823847203148,-0.9577039673271199,4.444760307640137,9.833344879132287,16.211472228494777,5.111903332252801,9.65806355780544,False
12,OFF_L_001,2,offset_dominant,low,normal,0.03721032444876802,-0.0082469528588187,-0.10763728202692566,0.055774704883119156,0.017522809219025166,0.035654469465579014,-0.03237758199012503,-2.2230229541786994,-0.7808604697539535,-0.8932361347456492,4.013159253285877,9.08528516751745,13.73319484557069,4.675195813701244,8.51701136128233,False
13,OFF_L_001,2,offset_dominant,low,normal,0.03721032444876802,-0.0082469528588187,-0.10763728202692566,0.055774704883119156,0.017522809219025166,0.035654469465579014,-0.03237758199012503,0.4557190805548563,0.43371486431881534,-0.21273908633594352,1.9101143258908482,4.193235968193765,7.4661321824505205,2.233564321931438,4.294201175153684,False
14,OFF_L_001,2,offset_dominant,low,normal,0.03721032444876802,-0.0082469528588187,-0.10763728202692566,0.055774704883119156,0.017522809219025166,0.035654469465579014,-0.03237758199012503,-0.9100445152397529,0.01086296885335214,0.7500098844692171,0.5990126143585676,0.9554419888935681,0.08582977206105669,0.6656527775778946,0.5586505903517471,True
15,OFF_L_001,2,offset_dominant,low,normal,0.03721032444876802,-0.0082469528588187,-0.10763728202692566,0.055774704883119156,0.017522809219025166,0.035654469465579014,-0.03237758199012503,1.7556581341110302,-1.0956598511692992,-0.6370031808069518,4.936991534305099,11.37452086974778,19.228968006624346,5.845735775406452,11.246717700743812,False
16,OFF_L_001,2,offset_dominant,low,normal,0.03721032444876802,-0.0082469528588187,-0.10763728202692566,0.055774704883119156,0.017522809219025166,0.035654469465579014,-0.03237758199012503,-1.31627564447802,-0.6014698180026916,0.14246530348554542,2.783537558306179,6.612654068917439,10.601779109380445,3.3088645607584346,6.330277677057062,False
17,OFF_L_001,3,offset_dominant,low,normal,0.7647153642325117,-0.054119725886716805,0.07730436410949437,0.06092908721511415,0.010830094252266888,0.04316136125279335,0.02718232922462342,2.0922094775777715,0.6751056850356381,-0.778823178007779,3.2185443357479575,8.221104209757259,10.838923064599202,4.083031413419158,7.091874624373242,False
18,OFF_L_001,3,offset_dominant,low,normal,0.7647153642325117,-0.054119725886716805,0.07730436410949437,0.06092908721511415,0.010830094252266888,0.04316136125279335,0.02718232922462342,2.4851732891878653,0.9100800583385886,-0.43218312427192207,4.320772839203403,10.665060457227291,14.940790178064095,5.328764563928815,9.510863498741317,False
19,OFF_L_001,3,offset_dominant,low,normal,0.7647153642325117,-0.054119725886716805,0.07730436410949437,0.06092908721511415,0.010830094252266888,0.04316136125279335,0.02718232922462342,1.6844828983046911,-0.9445931235086811,0.9982094609484773,4.966338249091629,11.110314515791233,17.43219315349692,5.772990309917937,10.62995280650573,False
20,OFF_L_001,3,offset_dominant,low,normal,0.7647153642325117,-0.054119725886716805,0.07730436410949437,0.06092908721511415,0.010830094252266888,0.04316136125279335,0.02718232922462342,0.8284236805326843,0.3603000373411127,-0.8191185460317345,1.5386452686155037,4.209882826745201,5.344065581539845,2.047054671269195,3.5324835701970843,False
21,OFF_L_001,3,offset_dominant,low,normal,0.7647153642325117,-0.054119725886716805,0.07730436410949437,0.06092908721511415,0.010830094252266888,0.04316136125279335,0.02718232922462342,1.9851669944831265,-1.1304011923092734,-0.5183438839177059,5.472953913528587,13.032755511087023,20.676222145153606,6.5557696983658476,12.410156440767349,False
22,OFF_L_001,3,offset_dominant,low,normal,0.7647153642325117,-0.054119725886716805,0.07730436410949437,0.06092908721511415,0.010830094252266888,0.04316136125279335,0.02718232922462342,-1.784890624166825,0.6642430576613245,-0.6035915455742042,2.908872783340522,6.400081934472412,10.649308548896375,3.3457004155956285,6.322049021572355,False
23,OFF_L_001,3,offset_dominant,low,normal,0.7647153642325117,-0.054119725886716805,0.07730436410949437,0.06092908721511415,0.010830094252266888,0.04316136125279335,0.02718232922462342,2.0531911356544263,0.37504569438597635,-0.9276745790106076,2.4967654620689412,5.563317275602001,5.601436446943928,2.997186140660728,4.398174369450534,False
24,OFF_L_001,3,offset_dominant,low,normal,0.7647153642325117,-0.054119725886716805,0.07730436410949437,0.06092908721511415,0.010830094252266888,0.04316136125279335,0.02718232922462342,-2.4728508293564975,-1.0760209991654426,0.21185035529545537,5.106733767208101,11.626627703073114,19.726756692220853,6.003210140845912,11.53835646283521,False
25,OFF_L_001,4,offset_dominant,low,normal,0.35661741116154694,0.04562732951847672,-0.10346595760191006,0.013620292473536239,0.023417349365550174,-0.03375686886249212,0.0004077891173687863,0.279847140142242,0.8137673541161121,0.9806433286525451,3.9602384418483645,8.161274072319797,15.03614911267558,4.503433144067795,8.597641802459902,False
26,OFF_L_001,4,offset_dominant,low,normal,0.35661741116154694,0.04562732951847672,-0.10346595760191006,0.013620292473536239,0.023417349365550174,-0.03375686886249212,0.0004077891173687863,-1.7920205571561265,-0.12421052818955736,-0.21485456831616023,1.4260694453386153,2.1118997121406244,1.335611735835906,1.481925592895852,1.6102668272841287,False
27,OFF_L_001,4,offset_dominant,low,normal,0.35661741116154694,0.04562732951847672,-0.10346595760191006,0.013620292473536239,0.023417349365550174,-0.03375686886249212,0.0004077891173687863,-2.099753581769075,0.6127924147073867,-0.13244194535481402,3.162883353391015,7.500553987371195,11.527927432953021,3.7629786645060066,7.0337072985651705,False
28,OFF_L_001,4,offset_dominant,low,normal,0.35661741116154694,0.04562732951847672,-0.10346595760191006,0.013620292473536239,0.023417349365550174,-0.03375686886249212,0.0004077891173687863,-0.15336532904799371,-0.8383848628482236,-0.6381466955382638,3.5000113274062334,7.110385254646116,13.801346340295812,4.039176012305052,7.7274404779349535,False
29,OFF_L_001,4,offset_dominant,low,normal,0.35661741116154694,0.04562732951847672,-0.10346595760191006,0.013620292473536239,0.023417349365550174,-0.03375686886249212,0.0004077891173687863,2.0355181107810747,-1.0928421864617306,-0.5342954301125875,4.841490236105867,11.520479860434444,18.243733392552727,5.808615679293815,10.962572614657294,False
30,OFF_L_001,4,offset_dominant,low,normal,0.35661741116154694,0.04562732951847672,-0.10346595760191006,0.013620292473536239,0.023417349365550174,-0.03375686886249212,0.0004077891173687863,-1.0397033484273583,-0.023525898236192555,0.17289034602959186,0.5582896202728747,0.899819388420502,0.42166993607720576,0.5770986738298574,0.6216435508141605,True
31,OFF_L_001,4,offset_dominant,low,normal,0.35661741116154694,0.04562732951847672,-0.10346595760191006,0.013620292473536239,0.023417349365550174,-0.03375686886249212,0.0004077891173687863,-0.033550120746666856,-0.9981231970634831,-0.5126650918885729,4.197485541088567,8.624560723302697,16.59002423322999,4.855060800218216,9.309127229308197,False
32,OFF_L_001,4,offset_dominant,low,normal,0.35661741116154694,0.04562732951847672,-0.10346595760191006,0.013620292473536239,0.023417349365550174,-0.03375686886249212,0.0004077891173687863,1.717941923812706,0.33021288114830183,0.29829810026854875,2.4565373242898287,5.378998480186327,6.595640162853237,2.9468724524656715,4.624040035445384,False
33,OFF_L_001,5,offset_dominant,low,normal,-0.0313694845428709,0.03626472457701619,0.07920349129826304,0.03407342509598612,0.018711493834710217,0.03685970194842149,0.007841154648328253,-0.7835376881054612,-0.19108374838733488,0.9184185456891518,0.7252132556356681,2.190008689087505,2.6766812290372064,1.0390809239992898,1.7814790445280426,False
34,OFF_L_001,5,offset_dominant,low,normal,-0.0313694845428709,0.03626472457701619,0.07920349129826304,0.03407342509598612,0.018711493834710217,0.03685970194842149,0.007841154648328253,1.2598156078745775,0.09805592866788304,-0.4309182497763495,1.0433900340208986,2.3763421121849406,2.369772169274887,1.2565325736452155,1.8625045520087393,False
35,OFF_L_001,5,offset_dominant,low,normal,-0.0313694845428709,0.03626472457701619,0.07920349129826304,0.03407342509598612,0.018711493834710217,0.03685970194842149,0.007841154648328253,1.9849839938649758,-0.6357669194864172,-0.3493145389666459,2.887782694536784,7.135793155877524,10.43830976280903,3.544654204405484,6.49303110440755,False
36,OFF_L_001,5,offset_dominant,low,normal,-0.0313694845428709,0.03626472457701619,0.07920349129826304,0.03407342509598612,0.018711493834710217,0.03685970194842149,0.007841154648328253,2.0453240721147425,0.07090093268417363,0.48463589883595337,2.10153206090963,2.9250335256710023,1.8958270417968897,2.1760451551450695,2.294322304027763,False
37,OFF_L_001,5,offset_dominant,low,normal,-0.0313694845428709,0.03626472457701619,0.07920349129826304,0.03407342509598612,0.018711493834710217,0.03685970194842149,0.007841154648328253,0.45372397081883076,0.36825410162278827,-0.40123341697034887,1.7776453072142433,3.9282228091343963,7.085706752951202,2.0755900420836007,4.045031464998313,False
38,OFF_L_001,5,offset_dominant,low,normal,-0.0313694845428709,0.03626472457701619,0.07920349129826304,0.03407342509598612,0.018711493834710217,0.03685970194842149,0.007841154648328253,-1.2931396918666853,-0.42601836679520333,-0.6891168718331551,2.1967552240966395,4.7501373835677985,6.777188509228395,2.55562170333171,4.37278650540102,False
39,OFF_L_001,5,offset_dominant,low,normal,-0.0313694845428709,0.03626472457701619,0.07920349129826304,0.03407342509598612,0.018711493834710217,0.03685970194842149,0.007841154648328253,1.871571826454037,-0.5202073601997262,0.12297878882876923,2.5306686023756844,6.013910842922004,8.421209027369827,3.0656568726886264,5.396302229069118,False
40,OFF_L_001,5,offset_dominant,low,normal,-0.0313694845428709,0.03626472457701619,0.07920349129826304,0.03407342509598612,0.018711493834710217,0.03685970194842149,0.007841154648328253,1.4598721257068705,0.6811778625017124,-0.12322748283161422,3.284836848024504,7.665428984081218,12.547728350740691,3.884751052141257,7.437873360068049,False
41,OFF_L_001,6,offset_dominant,low,normal,0.11190732072762997,-0.05374428876253644,0.03440747847689964,0.06448608640267724,0.02524597144594617,0.001145885787010017,-0.0060324756419009515,0.8181052333017598,0.806988424422243,-0.9636789121712719,3.3162224603638153,7.530907208208291,13.218178037559982,3.8943651478325982,7.609028826622886,False
42,OFF_L_001,6,offset_dominant,low,normal,0.11190732072762997,-0.05374428876253644,0.03440747847689964,0.06448608640267724,0.02524597144594617,0.001145885787010017,-0.0060324756419009515,0.4785688734286371,-0.6449267047515546,0.7477769958076028,3.1982274312407615,6.644536659182964,12.123928254830354,3.654592400202502,6.955466943596473,False
43,OFF_L_001,6,offset_dominant,low,normal,0.11190732072762997,-0.05374428876253644,0.03440747847689964,0.06448608640267724,0.02524597144594617,0.001145885787010017,-0.0060324756419009515,-1.2316774671908575,0.2658483197650039,0.10708168017922293,1.2477980064210974,3.014084320723956,3.772603370990495,1.5501072921829102,2.5653564386589554,False
44,OFF_L_001,6,offset_dominant,low,normal,0.11190732072762997,-0.05374428876253644,0.03440747847689964,0.06448608640267724,0.02524597144594617,0.001145885787010017,-0.0060324756419009515,-0.5191674997037554,0.4262898326395057,0.45153926943086775,1.637269436244096,3.7016841685991477,6.572940018557736,1.9220846915696246,3.7657765561772565,False
45,OFF_L_001,6,offset_dominant,low,normal,0.11190732072762997,-0.05374428876253644,0.03440747847689964,0.06448608640267724,0.02524597144594617,0.001145885787010017,-0.0060324756419009515,0.33468897659693386,0.6202133692434098,0.9668341519858752,2.654609833948558,5.4176447230553,9.957829759597383,2.9833212141014385,5.707357416390516,False
46,OFF_L_001,6,offset_dominant,low,normal,0.11190732072762997,-0.05374428876253644,0.03440747847689964,0.06448608640267724,0.02524597144594617,0.001145885787010017,-0.0060324756419009515,-0.4036380604959744,0.03499932452527421,-0.9750602441175735,0.6089790078499788,1.3734103337673451,0.2565048927470194,0.7103543868595327,0.7427037089952563,True
47,OFF_L_001,6,offset_dominant,low,normal,0.11190732072762997,-0.05374428876253644,0.03440747847689964,0.06448608640267724,0.02524597144594617,0.001145885787010017,-0.0060324756419009515,1.480142781551892,0.04855216091038517,-0.1840771392788696,1.5103406520754064,1.71216025148274,0.019963147989014995,1.5132465117167155,1.12406386663582,False
