batch_id,assembly_id,component_index,batch_condition,batch_offset_bias_mm,batch_angular_bias_deg,fixture_drift_mm,variation_multiplier,scenario_type,severity,active_modes,n_active_modes,offset_mm,tilt_deg,bend_mm,waviness_mm,twist_mm,local_bump_mm,component_profile_rms_mm,component_parallelism_mm,state_before_mean_gap,state_before_max_gap,state_before_parallelism,state_before_rms,state_before_quality,state_after_mean_gap,state_after_max_gap,state_after_parallelism,state_after_rms,state_after_quality
1,1,1,normal,0.0,0.0,0.0,1.0,mixed,medium,waviness+twist,2,0.0,0.0,0.0,0.0712385754434191,-0.031194932819017574,-0.026766030220433962,0.05160806149071707,4.852482348230436e-17,0.0,0.0,0.0,0.0,0.0,0.04551019192030769,0.09132830203287584,4.852482348230436e-17,0.05160806149071707,0.04621235433502678
1,1,2,normal,0.0,0.0,0.0,1.0,mixed,medium,offset+tilt+twist+waviness,4,-0.025642968955758582,0.003218326453312891,0.0,0.0678874920603117,0.05482601802064181,0.0,0.05793077025584431,0.05617039307341611,0.04551019192030769,0.09132830203287584,4.852482348230436e-17,0.05160806149071707,0.04621235433502678,0.0878859483916605,0.18777506314668668,0.056170393073416064,0.10239731012270947,0.10978915239579992
1,1,3,normal,0.0,0.0,0.0,1.0,twist,medium,twist,1,0.0,0.0,0.0,0.0,0.017497762274037394,0.0,0.0032727946495906294,2.1428578561141206e-18,0.0878859483916605,0.18777506314668668,0.056170393073416064,0.10239731012270947,0.10978915239579992,0.08835678984751481,0.19214950371519604,0.056170393073416064,0.10336929356780478,0.11133993534761855
1,1,4,normal,0.0,0.0,0.0,1.0,waviness,medium,waviness,1,0.0,0.0,0.0,0.10053665076454206,0.0,0.0,0.0707373406333386,7.387313253347504e-17,0.08835678984751481,0.19214950371519604,0.056170393073416064,0.10336929356780478,0.11133993534761855,0.14964476629384862,0.2926861544797381,0.05617039307341599,0.17013602978012854,0.16656399713211364
1,1,5,normal,0.0,0.0,0.0,1.0,bend,medium,bend,1,0.0,0.0,0.1004510087470194,0.0,0.0,0.21834881427128316,0.1649347341258831,1.2298918394132441e-17,0.14964476629384862,0.2926861544797381,0.05617039307341599,0.17013602978012854,0.16656399713211364,0.17262447384137736,0.460973580263338,0.056170393073415995,0.21098263827386773,0.22802879798082618
1,2,1,normal,0.0,0.0,0.0,1.0,mixed,medium,offset+twist+waviness,3,-0.22925859070052637,0.0,0.0,0.060085341353290314,0.09944856278202228,0.0,0.2487484988678495,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,0.24492445495094825,0.3142060727493223,5.551115123125783e-17,0.2487484988678495,0.19261400819686614
1,2,2,normal,0.0,0.0,0.0,1.0,mixed,medium,tilt+bend,2,0.0,-0.011111681157329877,0.0908757699821827,0.0,0.0,0.0,0.08535367730182165,0.19393542405858544,0.24492445495094825,0.3142060727493223,5.551115123125783e-17,0.2487484988678495,0.19261400819686614,0.1876486592308249,0.3692320874845134,0.19393542405858546,0.20617439004704138,0.24586229023688128
1,2,3,normal,0.0,0.0,0.0,1.0,mixed,high,twist+offset+bend,3,-0.5476022847401013,0.0,0.06832966963234038,0.0,0.33818083906923907,0.1679964578087069,0.5181230863466735,0.0,0.1876486592308249,0.3692320874845134,0.19393542405858546,0.20617439004704138,0.24586229023688128,0.6954269196843438,0.9672211688206531,0.19393542405858544,0.7126103542812261,0.6282360891971973
1,2,4,normal,0.0,0.0,0.0,1.0,offset,low,offset,1,0.2749364060889146,0.0,0.0,0.0,0.0,0.0,0.27493640608891456,0.0,0.6954269196843438,0.9672211688206531,0.19393542405858544,0.7126103542812261,0.6282360891971973,0.42049051359542905,0.6922847627317386,0.1939354240585855,0.4483382522503601,0.43684703534076197
1,2,5,normal,0.0,0.0,0.0,1.0,mixed,medium,waviness+tilt+offset+twist,4,-0.25610979279727325,0.01354650217760082,0.0,0.02128746637465223,-0.18052540712733378,0.0,0.23793831972835017,0.23643106953318715,0.42049051359542905,0.6922847627317386,0.1939354240585855,0.4483382522503601,0.43684703534076197,0.6481626252166784,0.833459588071767,0.04249564547460172,0.6615906263069394,0.523394420259608
1,3,1,normal,0.0,0.0,0.0,1.0,mixed,medium,twist+offset+tilt,3,-0.5871683444068269,-0.0005668849544854373,0.0,0.0,0.13964530866462435,0.0,0.6093358725951626,0.00989400893611192,0.0,0.0,0.0,0.0,0.0,0.6091662937743139,0.630816165906211,0.00989400893611192,0.6093358725951626,0.43589652784450733
1,3,2,normal,0.0,0.0,0.0,1.0,mixed,medium,offset+bend,2,-0.6864147476510972,0.0,0.11329949068067525,0.0,0.0,0.0,0.6160260603496005,0.0,0.6091662937743139,0.630816165906211,0.00989400893611192,0.6093358725951626,0.43589652784450733,1.224172364671501,1.279909197625595,0.00989400893611192,1.224900094103558,0.8766826807803181
1,3,3,normal,0.0,0.0,0.0,1.0,mixed,high,tilt+bend+waviness,3,0.0,-0.02044529114210533,0.3185084518705038,0.1524135009836034,0.0,0.0,0.27971667657685517,0.35683766210431933,1.224172364671501,1.279909197625595,0.00989400893611192,1.224900094103558,0.8766826807803181,1.023427710424891,1.514559167629076,0.36673167104043136,1.0468270987325923,0.9760982746015787
1,3,4,normal,0.0,0.0,0.0,1.0,mixed,medium,waviness+offset,2,0.24555105182624007,0.0,0.0,0.14319751873525333,0.0,0.0,0.26541772965892124,1.1102230246251565e-16,1.023427710424891,1.514559167629076,0.36673167104043136,1.0468270987325923,0.9760982746015787,0.7778766585986512,1.4034215051291838,0.36673167104043136,0.8311412013549717,0.8475230705659771
1,3,5,normal,0.0,0.0,0.0,1.0,mixed,low,tilt+waviness,2,0.0,0.0026051187798356887,0.0,0.07594739517453257,0.0,0.0,0.05166702813748509,0.04546790014500236,0.7778766585986512,1.4034215051291838,0.36673167104043136,0.8311412013549717,0.8475230705659771,0.7778766585986507,1.457431676164467,0.3212637708954289,0.8452032856068601,0.8514919602582499
1,4,1,normal,0.0,0.0,0.0,1.0,mixed,low,offset+bend+waviness,3,-0.01888796637726318,0.0,0.12057173523851442,0.02232333489684669,0.0,0.0,0.0702109997592508,3.469446951953614e-18,0.0,0.0,0.0,0.0,0.0,0.0610526536062616,0.12040201733936462,3.469446951953614e-18,0.0702109997592508,0.06145750125961294
1,4,2,normal,0.0,0.0,0.0,1.0,mixed,medium,twist+waviness,2,0.0,0.0,0.0,0.10366215707147362,0.0743127624781519,0.13953486289845807,0.09587754855487554,8.526911273419591e-17,0.0610526536062616,0.12040201733936462,3.469446951953614e-18,0.0702109997592508,0.06145750125961294,0.12406825679387715,0.3362968842102064,9.020562075079397e-17,0.15172777375290336,0.15328231967651543
1,4,3,normal,0.0,0.0,0.0,1.0,mixed,medium,twist+bend,2,0.0,0.0,0.2355076187893284,0.0,0.004337008708506508,0.0,0.1651540021748721,2.831023476924194e-17,0.12406825679387715,0.3362968842102064,9.020562075079397e-17,0.15172777375290336,0.15328231967651543,0.24840222276158644,0.5662812342834156,6.245004513516506e-17,0.29638591457191343,0.274043628570692
1,4,4,normal,0.0,0.0,0.0,1.0,offset,low,offset,1,0.13555594606340873,0.0,0.0,0.0,0.0,0.0,0.13555594606340876,0.0,0.24840222276158644,0.5662812342834156,6.245004513516506e-17,0.29638591457191343,0.274043628570692,0.3702575848231568,0.7018371803468243,6.938893903907228e-17,0.4121291426715605,0.3628413438181504
1,4,5,normal,0.0,0.0,0.0,1.0,mixed,medium,bend+tilt,2,0.0,0.00407911482994894,0.060984541502660194,0.0,0.0,0.0,0.04766524189911763,0.07119398446982184,0.3702575848231568,0.7018371803468243,6.938893903907228e-17,0.4121291426715605,0.3628413438181504,0.40869399248029775,0.7574698788882327,0.07119398446982178,0.4533401875917185,0.4165413755106775
1,5,1,normal,0.0,0.0,0.0,1.0,tilt,medium,tilt,1,0.0,0.0031554171931733065,0.0,0.0,0.0,0.0,0.016056231398301837,0.05507241935058983,0.0,0.0,0.0,0.0,0.0,0.013904422707327137,0.027536209675294916,0.05507241935058983,0.016056231398301837,0.030559538659793748
1,5,2,normal,0.0,0.0,0.0,1.0,bend,medium,bend,1,0.0,0.0,0.20183838095751966,0.0,0.0,-0.06612016541186913,0.11698082572225964,2.4718115466774992e-17,0.013904422707327137,0.027536209675294916,0.05507241935058983,0.016056231398301837,0.030559538659793748,0.10888656488398028,0.15886474212054866,0.05507241935058986,0.11807758531312157,0.10865487643784778
1,5,3,normal,0.0,0.0,0.0,1.0,bend,medium,bend,1,0.0,0.0,0.11640082169547578,0.0,0.0,0.0,0.08189933234952525,1.425498937074862e-17,0.10888656488398028,0.15886474212054866,0.05507241935058986,0.11807758531312157,0.10865487643784778,0.18189417486716775,0.26245543240357394,0.055072419350589874,0.19910182240946708,0.16973679022734617
1,5,4,normal,0.0,0.0,0.0,1.0,offset,extreme,offset,1,-0.6789061449035378,0.0,0.0,0.0,0.0,0.41584848026335863,0.5737370221524004,0.0,0.18189417486716775,0.26245543240357394,0.055072419350589874,0.19910182240946708,0.16973679022734617,0.3741787393184962,0.7063829508895726,0.05507241935058982,0.4301718768933612,0.38370742055693374
1,5,5,normal,0.0,0.0,0.0,1.0,offset,low,offset,1,0.08571886427147953,0.0,0.0,0.0,0.0,0.0,0.08571886427147953,0.0,0.3741787393184962,0.7063829508895726,0.05507241935058982,0.4301718768933612,0.38370742055693374,0.3034437290251235,0.620664086618093,0.05507241935058982,0.3581162021245595,0.3295656907105979
1,6,1,normal,0.0,0.0,0.0,1.0,mixed,extreme,bend+offset+twist+tilt,4,-0.04537961323096445,-0.05322242708615295,0.2851170934055352,0.0,0.18718538269036122,0.0,0.30613890035774244,0.9289068557304928,0.0,0.0,0.0,0.0,0.0,0.2808848069485884,0.5098330410962109,0.9289068557304928,0.30613890035774244,0.5465013011683618
1,6,2,normal,0.0,0.0,0.0,1.0,mixed,extreme,offset+bend+waviness,3,0.7985692206645906,0.0,0.12621628351731473,0.1656705109273548,0.0,0.0,0.8867009310984386,1.1102230246251565e-16,0.2808848069485884,0.5098330410962109,0.9289068557304928,0.30613890035774244,0.5465013011683618,0.9829517319714657,1.3871293135512164,0.9289068557304929,1.0429323072664387,1.0939896011025962
1,6,3,normal,0.0,0.0,0.0,1.0,mixed,medium,waviness+twist+tilt,3,0.0,0.0006378746193520751,0.0,0.1257018475860885,-0.03392565222970098,0.0,0.08790037274214364,0.011133012323059119,0.9829517319714657,1.3871293135512164,0.9289068557304929,1.0429323072664387,1.0939896011025962,0.988295948595314,1.5124740380298545,0.9177738434074338,1.066033267799591,1.1321664757897396
1,6,4,normal,0.0,0.0,0.0,1.0,mixed,medium,bend+waviness+twist+offset,4,0.3423114719958668,0.0,0.15214397234181964,0.08764754745943652,-0.14117993069839363,0.0,0.46673599020832873,5.551115123125783e-17,0.988295948595314,1.5124740380298545,0.9177738434074338,1.066033267799591,1.1321664757897396,1.4487380996547925,2.0946531454283766,0.917773843407434,1.5196007236234361,1.4903095989095243
1,6,5,normal,0.0,0.0,0.0,1.0,waviness,medium,waviness,1,0.0,0.0,0.0,0.059653601892052356,0.0,0.0,0.041972127825566335,4.3832755568827445e-17,1.4487380996547925,2.0946531454283766,0.917773843407434,1.5196007236234361,1.4903095989095243,1.4487380996547927,2.1538363608518427,0.917773843407434,1.52940135492209,1.5090446266664297
1,7,1,normal,0.0,0.0,0.0,1.0,twist,low,twist,1,0.0,0.0,0.0,0.0,0.0961403509363233,0.0,0.017982163731932062,1.1773797304307157e-17,0.0,0.0,0.0,0.0,0.0,0.015144730548369813,0.027836924915443886,1.1773797304307157e-17,0.017982163731932062,0.014692713012337322
1,7,2,normal,0.0,0.0,0.0,1.0,tilt,medium,tilt,1,0.0,-0.013064765778035774,0.0,0.0,0.0,0.0,0.06647961048515746,0.22802318278059203,0.015144730548369813,0.027836924915443886,1.1773797304307157e-17,0.017982163731932062,0.014692713012337322,0.05757020951391185,0.11597948327928932,0.22802318278059203,0.0688686926167491,0.12735873193381286
1,7,3,normal,0.0,0.0,0.0,1.0,tilt,medium,tilt,1,0.0,0.001743656218629242,0.0,0.0,0.0,0.0,0.00887253443579753,0.030432542047349288,0.05757020951391185,0.11597948327928932,0.22802318278059203,0.0688686926167491,0.12735873193381286,0.0498867459276999,0.10256584083566302,0.19759064073324273,0.060348433479575525,0.11104781159693923
