assembly_id,component_index,zero_quality,direct_uncorrected_quality,direct_optimized_quality,structured_quality,direct_z_adj,direct_theta_adj,direct_locator_offset,direct_utilization,direct_improvement_potential,direct_improvement_percent,optimizer_success,optimizer_evaluations
100001,1,0.027705836311958568,0.027705836311958568,0.0346177766448016,0.0277010497531896,0.008055566039046336,-0.0004303477055108029,-0.02669990380592402,0.02669990380592402,-0.006911940332843029,-24.94759679880031,False,1043
100001,2,0.12363005484612404,0.1247462166824011,0.10468475180533188,0.10159373423819,-0.009594088138082935,0.003779714720738969,0.04215459034405944,0.04215459034405944,0.020061464877069224,16.081822287360357,False,927
100001,3,0.3465435732604848,0.3355146874024914,0.22608745827636553,0.3309599979772978,-0.1376425978488161,-0.0005126997338610297,-0.2538217602606738,0.2538217602606738,0.10942722912612587,32.61473587737587,False,659
100001,4,0.4263375268795231,0.27287275359675595,0.23156232064031035,0.3199195471204686,-0.10211012426177465,-2.5610278600867347e-08,-0.12286171887543797,0.12286171887543797,0.0413104329564456,15.139083111791019,False,959
100001,5,0.46869754416773357,0.28634045529669816,0.28584905418508477,0.3398119891241024,0.001731765938430094,5.55632850259799e-10,-0.04115461113336442,0.04115461113336442,0.0004914011116133876,0.17161428031683862,False,1095
100002,1,0.46799643475892394,0.46799643475892394,0.010616794115994222,4.975972214397733e-05,0.29761131605531455,0.032937566464402136,0.027658958960410374,0.11904452642212582,0.45737964064292974,97.73143696672322,False,847
100002,2,0.55758631055669,0.10014051092368019,0.024681140475440268,3.5348009997244766e-05,0.15499610981799583,0.00033677874449962176,-0.02450479333453426,0.06199844392719833,0.07545937044823992,75.3534905626251,False,639
100002,3,0.4195726965662235,0.18779993296015748,0.015332943261322105,2.9622444949604568e-05,-0.04660020648297791,-0.018851152212241738,0.07344145351050879,0.07344145351050879,0.1724669896988354,91.83549055655146,False,907
100002,4,0.4239709580572922,0.18797056426043568,0.12285225174582304,0.1780462019770173,-0.057116049383849024,0.0010099630246943345,-0.18452433773618324,0.18452433773618324,0.06511831251461264,34.64282440754413,False,643
100002,5,0.4635510198011304,0.203234936857909,0.1500647651026978,0.2090657065341715,-0.043992703345588635,0.006970045310804179,-0.06697981040903514,0.06697981040903514,0.05317017175521119,26.161925000318686,False,771
100003,1,0.08200916040858065,0.08200916040858065,0.017991847405118912,0.0520622846411376,-0.03376036642199015,-0.007264431438358532,0.013072274041176168,0.01350414656879606,0.06401731300346174,78.06117351344518,False,591
100003,2,0.11256614995564221,0.05553617844015451,0.05368833182588389,0.0719048251004718,0.004614047466621582,-8.260286411174748e-05,-0.02782408477130246,0.02782408477130246,0.0018478466142706207,3.327284422823314,False,675
100003,3,0.5487078123950531,0.5336900568496122,0.1007244030219914,0.1110443244279986,0.6771968415120646,4.248822147878172e-09,0.036629929328097804,0.27087873660482586,0.43296565382762087,81.1267978990333,False,535
100003,4,0.5926656279702631,0.14889266135136386,0.14000647826645898,0.1432323269765281,0.007048776740439039,-8.717657505825126e-09,0.026414845496205354,0.026414845496205354,0.00888618308490488,5.968180704309429,False,1159
100003,5,0.4916328895506952,0.2171917144293102,0.1561067353990935,0.2203657714941582,-0.10009839320193817,6.667416177867871e-09,-0.21197122285077677,0.21197122285077677,0.0610849790302167,28.124912219014757,False,943
100004,1,0.18648380156176256,0.18648380156176256,0.010095279044645607,0.0,-0.266596449911182,0.00041354978648078244,0.017560387630454866,0.10663857996447279,0.17638852251711695,94.58651155751879,False,879
100004,2,0.6033871393269551,0.42217425851470497,0.010091904410479278,0.020774008750129,-0.2095059288144913,0.03291676696557082,-0.03466017202717612,0.08380237152579652,0.41208235410422567,97.60954056128749,False,955
100004,3,0.8997780337590401,0.35629649128928365,0.013044424473527678,0.0147573144974077,0.0008161406741824528,0.036523791084531076,0.007836458034573557,0.030436492570442564,0.343252066815756,96.33888494766661,False,643
100004,4,1.0987561905822265,0.22647344509471296,0.01340736719757751,0.0123669687865762,-0.2878292785413461,-0.00020318213241048432,-0.07718851603945687,0.11513171141653844,0.21306607789713544,94.07993851465876,False,963
100004,5,1.0842060442014714,0.027315700221618777,0.01538036860565689,0.0113372373242603,0.017635834848975795,-0.0006009670799531186,0.01952274721647873,0.01952274721647873,0.011935331615961888,43.694035002316255,False,911
100005,1,0.010736279134060205,0.010736279134060205,0.005274736491503065,0.0107362791340602,0.010296016505517846,-7.720902728251106e-06,-0.009579054181448193,0.009579054181448193,0.00546154264255714,50.8699762213775,False,715
100005,2,0.5156919322292562,0.5218164998216025,0.014670461537814369,0.0076267729362681,-0.7554457165805875,-0.0002999728299553528,0.0349359826992095,0.302178286632235,0.5071460382837881,97.18857844801192,False,871
100005,3,0.5066329484346691,0.03572916613007185,0.01811442455650431,0.0277700872191074,0.03447601735792394,0.0002536357178596127,-0.025544049621337273,0.025544049621337273,0.01761474157356754,49.30073517372659,False,1243
100005,4,0.5070086223104987,0.017867804838438642,0.015484198118474771,0.0204951708516538,-0.0017850019703846407,5.315888049328784e-05,-0.026237292375266962,0.026237292375266962,0.0023836067199638714,13.340232566431814,False,735
100005,5,0.6642064751889215,0.15609607757533928,0.05078121050158511,0.16092821807686,-0.07019981790592794,0.0016963238532670566,-0.29527163830120084,0.29527163830120084,0.10531486707375418,67.46797786954274,False,655
100006,1,0.43561497983783004,0.43561497983783004,0.043933801797696286,0.1126869361753456,-0.08252236875651539,-0.04209159888989708,-0.12309382891089135,0.12309382891089135,0.39168117804013375,89.91453374398375,False,875
