assembly_id,zero_final_quality,direct_final_quality,deterministic_final_quality,structured_final_quality
100001,0.46869754416773357,0.28584905418508477,0.3914315652655237,0.3398119891241024
100002,0.4635510198011304,0.1500647651026978,0.203984941594216,0.2090657065341715
100003,0.4916328895506952,0.1561067353990935,0.2115516085456289,0.2203657714941582
100004,1.0842060442014714,0.01538036860565689,0.0117904037684957,0.0113372373242603
100005,0.6642064751889215,0.05078121050158511,0.0358642696327352,0.16092821807686
100006,0.8737619534818086,0.18254652433673077,0.2288983082258148,0.281047868782925
100007,0.22899600894528185,0.13089284550209584,0.1790899815466004,0.1494604718638093
100008,0.8062418738495909,0.15536151745619395,0.1979362583805025,0.2543130560859588
100009,0.6601391083490844,0.1700469810216203,0.2286679889728413,0.179855197966761
100010,0.3657680375530181,0.15631903705461314,0.1968888471065776,0.2781225731446263
100011,0.335734328085826,0.08914138678819407,0.1110766228004867,0.0858503490022155
100012,0.39232203756967876,0.21310397335348155,0.2899658110917173,0.2783814258308629
100013,0.16604024071253398,0.03308042065875768,0.0335964102282604,0.0866541918555078
100014,0.4271643180003009,0.08301567448260404,0.1023119737890749,0.1796789024586036
100015,0.06438542880561367,0.059957120460682266,0.0833430773641939,0.0615447942791199
100016,0.4071650229883021,0.3406230591289288,0.4673416837445636,0.3964020808153755
100017,0.3116204018492063,0.11348479946935533,0.1482423128268947,0.170398241583146
100018,0.9454927829709754,0.21950692604239674,0.2938660920090236,0.3035282557387521
100019,0.5640808402962245,0.09918788194196324,0.1201629702590747,0.1622896372649866
100020,0.9707971254392219,0.1324097083451819,0.1777091158354496,0.151342341141245
100021,0.9843378409587321,0.11138396014954276,0.1368690839159204,0.1298305292830048
100022,0.28960345579979807,0.15053896485187185,0.1923194241340463,0.2067098923679152
100023,0.44971741031637164,0.052604966269857986,0.0672195124211061,0.0717670005961089
100024,0.4518401601118228,0.15935674795268245,0.2059646511223277,0.2581004692392147
100025,0.6572303151351303,0.19158161590985837,0.2542140382038013,0.2273781976722506
100026,0.5446505226150772,0.10169470170821489,0.124158765082098,0.1686015025008398
100027,0.3663623540527943,0.1014778714001335,0.1212183698994613,0.1339019897560332
100028,0.4780277968696324,0.16267232959182137,0.221585093342894,0.2321732840849327
100029,0.5155696035755715,0.12249767201822609,0.1667707446833393,0.1801504114291368
100030,1.3655728409158183,0.10675355871474534,0.139415628336468,0.1576998553183108
100031,0.2082115813512549,0.1497090499371732,0.193758304699513,0.2149287379152025
100032,0.5173858454002654,0.07298932477031703,0.0818532127302785,0.1085964750010016
100033,0.25712932801197164,0.1151930776255269,0.1426422255836418,0.1709408684158275
100034,0.3889899048438474,0.03171820333470115,0.0369276351282797,0.0711293151313888
100035,0.3617749802187941,0.11712317538265625,0.1492906342780907,0.1747741985372666
100036,0.6183498455036242,0.2940911812419685,0.4008484254885371,0.3719346180545548
100037,0.4458846073766435,0.2167151911248616,0.2910911018756639,0.2758327814716427
100038,0.7744873580280068,0.14573524636565813,0.1992847169725463,0.1753029476960689
100039,0.8756917935613757,0.1506598353333466,0.1981287869933001,0.2493900683612774
100040,0.3686203161204649,0.304796581752648,0.4226154447808947,0.3310205137179078
100041,0.8269756258822367,0.11758318943063337,0.1542645833250577,0.1712649245394024
100042,0.8987575605599354,0.20215731384947633,0.2707575284077569,0.2773567824655362
100043,0.4110277569528822,0.1049506569719828,0.1322425008786844,0.166994571937263
100044,0.15911684543486415,0.11122290702345097,0.1524828796013277,0.122785881523481
100045,0.42639982275984484,0.15413239353190558,0.2083006388923537,0.2561301919171595
100046,0.8895852383117743,0.30002184526071485,0.4117374742917914,0.3187464526103619
100047,0.148537257526927,0.08342750692948646,0.1083394279759907,0.1065130513321109
100048,0.638072878525773,0.15835913731646506,0.2040237017165573,0.2333771787657167
100049,0.3637311468230257,0.12084879186555278,0.1576073243588243,0.1994406103175448
100050,0.9401570492448288,0.0464567173447831,0.0518685406648668,0.1102959138469973
100051,1.0717074159474038,0.029658772258059025,0.0334071017086728,0.1011841364483414
100052,1.6247449849577345,0.07709104291926264,0.1027653880494112,0.1546106614858594
100053,1.5232245647269893,0.19789568673775307,0.2688669650901131,0.2218233624573337
100054,1.4190304732585715,0.2528678190943783,0.3375210468516936,0.2726584412975305
100055,0.7385249096155712,0.016725830346832192,0.0186997030798279,0.0436402137221051
100056,2.8886383440421106,0.34110871572918694,0.4731200411045743,0.3437781326231672
100057,0.9644004480896391,0.06356778110387563,0.0777032271556379,0.1369568282004799
100058,1.521741340883885,0.23873105953709828,0.318882903829094,0.3667027215574922
100059,1.5936871278580842,0.021908000062129562,0.0220139459979544,0.074092811637614
100060,0.9590689191092949,0.01056009701005549,0.0111340268357057,0.0377884685901192
100061,1.4137567859586289,0.12454496285478485,0.1679208489179447,0.1473308055193225
100062,1.1439242011774347,0.3091650101539585,0.4189927191641796,0.4022069779255969
100063,1.1259090755446648,0.14884604266523244,0.1942587026123257,0.2545393153098255
100064,1.073855274623158,0.18447750269243457,0.252340712983101,0.1919221569056303
100065,0.7994043670111379,0.06131740848013978,0.0805756627514847,0.0741898830985144
100066,1.9763803613139688,0.13276624287874478,0.1816418859809865,0.183462689189476
100067,1.03920445349236,0.21501493884889378,0.2892793996043854,0.2869576700244049
100068,1.0505705063908006,0.16878352945100178,0.2192494818317839,0.2422683091839409
100069,1.5674835822495303,0.1935397754713018,0.2593970920694095,0.2405061743371722
100070,1.9565266402880301,0.2759535838222876,0.3756820885284526,0.3455236359838394
100071,1.4218815616789227,0.08681678241009225,0.1080821891781331,0.1982457601296508
100072,1.1973164670102097,0.17535166160159008,0.2349997090402867,0.2377810453740131
100073,1.0222642660689385,0.2463637772769759,0.3335357551542286,0.2926196115574779
100074,1.2152389942060697,0.22016951288824282,0.3030252910432045,0.2181403300942693
100075,1.1125049214194251,0.239544392948424,0.320580599478227,0.2744878793155543
100076,0.9355320085421495,0.3539459875324289,0.4716249476855906,0.4927900186743854
100077,1.427406982387764,0.15647404443833896,0.2026371528847817,0.2228251508635431
100078,0.9495733633076496,0.10070262921027759,0.1346546732066963,0.1222545755171164
100079,1.00431232462138,0.13501234362271095,0.177068378406367,0.2178163616314463
100080,1.1518722347429735,0.048965556886295884,0.0475003310714758,0.1462087123369914
100081,0.8143618633438813,0.06976899574484711,0.0912091135751127,0.0987839160145925
100082,1.1159338905709846,0.29725440667487046,0.4107524831739011,0.3318717355050565
100083,0.47935020652183974,0.20204689477543608,0.2573425035424485,0.2593178819862602
100084,0.7936047071192733,0.24601469622654054,0.3385343600673796,0.2680675123464345
100085,1.073670943743007,0.11301583420761396,0.1512160517833848,0.1472211085634787
100086,1.5791026600267166,0.19450059972859823,0.2618037636759975,0.2331470566462418
100087,0.7025182246272819,0.10459224338053391,0.1152964569556712,0.2229011958045748
100088,1.1791388148286526,0.09052149458181685,0.0899076167055031,0.1307205639089457
100089,0.2541494630201771,0.008886778289149464,0.0060357215356935,0.0075545369496863
100090,0.7628914544816842,0.24632562830270632,0.320033510579799,0.3428685917558567
100091,0.6314498747247652,0.07482837941868965,0.0850136144451452,0.1369638221690603
100092,1.0578368658440829,0.10417308846214489,0.1375630383382775,0.1556511977750867
100093,1.2810924224659306,0.08127793828593405,0.0914507745247358,0.140666441099701
100094,1.8421390623436666,0.2627856638647552,0.3572094806829844,0.33543011642787
100095,0.8399536427469279,0.1702997871993695,0.2272665817953152,0.2077170302258415
100096,0.41092897220817803,0.2963808569440548,0.4076815796220194,0.3609889153877583
100097,0.8019690877788963,0.09554675979863075,0.1282982847040726,0.095844595642743
100098,0.6621491713628744,0.19738885652361127,0.2659194920951472,0.25902267660539
100099,0.7195678553850446,0.15896757060493968,0.2152336966379831,0.1761123059421857
100100,1.6031092858371832,0.2298223332643571,0.3038803073212648,0.348652074006117
100101,1.1627921963652657,0.1588238095554781,0.2141121273547452,0.1977798667494394
100102,1.5310647548167824,0.10918751155101857,0.1449483139221895,0.1467788743820003
